Bird, MEX, ca47276c-8149-4833-ba6f-405b4b5e3b2f, 27, 2672, No update data, 9g3qx2skxz67
Bird, MEX, 1cb482fe-b69b-4dec-864b-bc5ad605045b, 43, 5056, No update data, 9g3qrx8rdq44
Bird, MEX, e4a228a7-0632-4db2-a862-66f4707228bb, 30, 3173, No update data, 9g3qrrkcyrkk
Bird, MEX, 4519a928-c732-4dbc-83a4-d3ff286c3b50, 99, 14696, No update data, 9g3qrpzrrrzh
Bird, MEX, a5e6c2af-1af4-47a4-a0d5-e0fdbf47616d, 97, 14362, No update data, 9g3qrpzx01vk
Bird, MEX, 4fb452cf-95e7-40c1-a3eb-d0d2076ef381, 98, 14529, No update data, 9g3qrpzrqx62
Bird, MEX, dccc66b4-d876-438f-bc75-1eec3e5788e5, 99, 14696, No update data, 9g3qrpzqz8uh
Bird, MEX, 1cb71f53-0094-44d5-9add-9f4ca69eed90, 74, 10521, No update data, 9g3qx1rgt2fe
Bird, MEX, 0b98cad9-d526-43aa-8163-cf5119176ae0, 75, 10112, No update data, 9g3qrrkcm7xb
Bird, MEX, 06c263a9-ec74-4d06-b21f-9a884a753846, 71, 10020, No update data, 9g3qx91jt6ru
Bird, MEX, 85cdf6c4-6604-4f5d-a4bc-44a33b3180e4, 100, 14863, No update data, 9g3qrpzqupdz
Bird, MEX, a78d033e-c1d4-4d19-a19b-fb48438cd779, 53, 7014, No update data, 9g3qx3guqt4s
Bird, MEX, d535200e-e99c-4e75-b172-39780e734cfc, 99, 14696, No update data, 9g3qrpzmmxtf
Bird, MEX, 1cce273a-ba00-4297-9805-7073ea67ada6, 66, 9185, No update data, 9g3qrrkbmtq5
Bird, MEX, 6d4243b9-6b6d-4aa1-ab42-38682ace26e6, 88, 12859, No update data, 9g3qrrkbmvh6
Bird, MEX, a6067a35-8554-46d4-a68a-6a0213f5b761, 83, 12024, No update data, 9g3qrrkbqkhk
Bird, MEX, 6b7d74e4-9c60-429a-a13f-fe187ca8c8ff, 78, 11189, No update data, 9g3qrrkbq5c6
Bird, MEX, 1b034e58-f66a-4e0c-a662-3e51e18f8d14, 98, 13746, No update data, 9g3qrpyz3t56
Bird, MEX, 870f54ed-e778-46f6-9735-7ec81c18e74f, 100, 14062, No update data, 9g3qrpywzm0z
Bird, MEX, 652e2378-e56d-49d5-9139-585739df2980, 100, 14062, No update data, 9g3qrpywyfb8
Bird, MEX, 94a30b47-6513-4d8d-a167-3d7a92be0812, 100, 14062, No update data, 9g3qrpywwv2x
Bird, MEX, c8710d9e-9267-49d8-b2e6-e06aea3c8382, 51, 6320, No update data, 9g3qrpvyw3h5
Bird, MEX, 0af7b98d-8e34-4ba9-adbe-098fbcbd0bad, 100, 14062, No update data, 9g3qrpygu56g
Bird, MEX, 20d459c5-1eb3-4a51-8b52-cd7d5ecc6736, 99, 13904, No update data, 9g3qrpz56jhf
Bird, MEX, 15b2d61a-a693-4026-9a75-83a6c6e7c57d, 100, 14062, No update data, 9g3qrpz51vyt
Bird, MEX, cd6455e4-32ef-4c8d-83bc-1c83e97b2edb, 74, 10521, No update data, 9g3qrpxtzfdr
Bird, MEX, c4d516b3-6148-433a-9c91-61c9fe5e9024, 60, 7742, No update data, 9g3qrpxs74q2
Bird, MEX, 41a7d8ac-99ba-4f07-83cb-598cf908d078, 84, 11534, No update data, 9g3qrpqvegk9
Bird, MEX, 8521ae1b-3c4a-40b9-b899-8d2470abe54d, 40, 4582, No update data, 9g3qrpqtmw2c
Bird, MEX, f4c8cb4a-978b-47ac-b0e0-dacd79f91afc, 73, 10354, No update data, 9g3qrpqtjx0v
Bird, MEX, efee49bb-6f8a-4e0e-b108-e1d005749b66, 71, 10020, No update data, 9g3qx0s1enn7
Bird, MEX, 9379d512-181b-4a19-a27b-b3cfe0044d87, 80, 11523, No update data, 9g3qrr2627e8
Bird, MEX, a87c2eb5-b188-484d-b52c-080a9801ef36, 80, 11523, No update data, 9g3qrr24pyd3
Bird, MEX, d62689ee-2e9e-4f8f-a6d7-ecd6fd9cd4cc, 92, 12798, No update data, 9g3qrpptq1cn
Bird, MEX, 46a09f82-d647-42e5-95e5-38f5d6ac6986, 44, 5214, No update data, 9g3qx0g8g1y5
Bird, MEX, 5d115a76-bb32-48ee-87c6-b5a02ae1d77f, 47, 5688, No update data, 9g3qx0uqzr0u
Bird, MEX, c41f827e-43e4-4fcb-a1c4-f18af673e911, 39, 4676, No update data, 9g3qrr0xnqu7
Bird, MEX, 5a8e0e80-6eb7-4099-b6c5-a95108ca81a5, 67, 8848, No update data, 9g3qrpje43xf
Bird, MEX, b779d658-28e0-4ae8-8152-54ed399c63a1, 87, 12692, No update data, 9g3qrnzzfx2h
Bird, MEX, 890d4dac-c1da-489d-b3a9-6961756c31f2, 80, 11523, No update data, 9g3qrnzzgj0n
Bird, MEX, aab6fe62-ca6f-499c-ae87-332c5f5b0787, 88, 12859, No update data, 9g3qrnzzgwpu
Bird, MEX, 1c000296-8eef-4d5e-99ce-a26eb0c07e5b, 97, 14362, No update data, 9g3qrnzzf9hv
Bird, MEX, 73c5b2d5-2c65-43a9-bba4-572c7e83018a, 53, 6636, No update data, 9g3qrr023r0r
Bird, MEX, ebe6469c-4683-4e73-a830-ae7ae56de2f3, 83, 12024, No update data, 9g3qrr0cbeyz
Bird, MEX, 13deb00b-a6b6-4e5d-93ed-e5b9cdf54c67, 73, 9796, No update data, 9g3qrr14bgev
Bird, MEX, c0dd7a7a-edb0-4e50-b66e-7c3f1cda9949, 94, 13861, No update data, 9g3qrr09xv6q
Bird, MEX, 8ec2068c-bc98-482c-b5fb-105085b934f1, 81, 11690, No update data, 9g3qrr0ccgbr
Bird, MEX, 74e1095c-674c-42fd-aad3-eabb28c84168, 80, 11523, No update data, 9g3qrr0cc607
Bird, MEX, b7a40648-bc19-4de0-a1f3-b36538e42a09, 89, 13026, No update data, 9g3qrr0cc283
Bird, MEX, bf8f10f6-e998-40b6-b6f7-b3c8817f1129, 80, 11523, No update data, 9g3qrr0c85bs
Bird, MEX, 6d33eb51-c89c-43a6-baa4-af6a1c90cee4, 91, 13360, No update data, 9g3qrr0cf4sz
Bird, MEX, 685a37d1-9cf9-4a2f-94a0-e7972178f2fb, 83, 12024, No update data, 9g3qrr0c89wy
Bird, MEX, f64f0044-4aa0-480c-91a2-7ec889493c22, 76, 10855, No update data, 9g3qrr0c9g22
Bird, MEX, d7278e6a-4cfc-4af9-a833-919ec6b111b9, 79, 11356, No update data, 9g3qrr0cd5kb
Bird, MEX, 6aee3618-ebb4-4975-9e95-4e206bab67b0, 61, 7900, No update data, 9g3qrr1y55qm
Bird, MEX, 9540a50d-13e6-4b8c-af9c-764a8eb5339f, 89, 12324, No update data, 9g3qrnyvh8k6
Bird, MEX, c9855653-5004-4c69-b134-474b0b303ec4, 85, 11692, No update data, 9g3qrr11vchj
Bird, MEX, 3c3d77b7-6300-4109-a8dc-a0535b985c6b, 80, 11523, No update data, 9g3qrr45exct
Bird, MEX, 17b51e57-f687-48e9-8786-dfc90837b8ad, 75, 10688, No update data, 9g3qrr45eerb
Bird, MEX, 14d70115-8081-496b-9cbe-9faed7ab18d4, 73, 9796, No update data, 9g3qrqbvyt4w
Bird, MEX, 915e2915-7421-4469-816a-ad5ad1b9f559, 75, 10688, No update data, 9g3qx0f5w40f
Bird, MEX, a9308dfa-1e4d-4b19-a6b9-e708f49e0654, 65, 8532, No update data, 9g3qrr1cvnhs
Bird, MEX, 11b17e8e-8fdd-44f0-9c94-4f114109327b, 94, 13114, No update data, 9g3qrr4v2f7b
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 90, 12482, No update data, 9g3qrr4v1pf0
Bird, MEX, dc677130-4984-4ab0-953f-3b2b0d84a167, 92, 12798, No update data, 9g3qrr4v39es
Bird, MEX, 1a1153b3-ccda-4f21-8f5d-78b11190e3ff, 18, 1169, No update data, 9g3qrr4v6q3c
Bird, MEX, 0eb42102-6f05-4c02-ad44-b0954bc1e669, 92, 12798, No update data, 9g3qrr4v1qv7
Bird, MEX, ab7e8bf1-0ebe-4bc8-b7bb-9e703b1fab0e, 91, 12640, No update data, 9g3qrr4v1zb2
Bird, MEX, 66e0ddd0-eff8-4df5-8d3a-41419a748d32, 78, 10586, No update data, 9g3qrr4v1kj3
Bird, MEX, 9fbc2a0e-c6ea-4c7e-a4c0-284691760334, 85, 12358, No update data, 9g3qrr4v1040
Bird, MEX, c7663d6e-92b4-4c15-a9ae-5d92fe95af34, 92, 12798, No update data, 9g3qrr4v12tk
Bird, MEX, d6c3969d-fd00-4ed5-a276-b423f443d07d, 93, 12956, No update data, 9g3qrr4ufjgd
Bird, MEX, 1e489103-cf37-4fce-8614-1250ab48ac2e, 90, 13193, No update data, 9g3qrr4vxdun
Bird, MEX, 31e56a5d-4175-454e-af22-7bbc0f8340f7, 88, 12859, No update data, 9g3qrr4vrrpp
Bird, MEX, 02cbcc9a-3023-42f0-b040-e3694dae9e05, 89, 13026, No update data, 9g3qrr4vx8kp
Bird, MEX, 4627a5c5-ce59-4aab-b532-cd588bb02177, 84, 12191, No update data, 9g3qrr4vxf43
Bird, MEX, 8b10c403-d055-4946-8221-84b148b4596a, 83, 12024, No update data, 9g3qrr4vxc6m
Bird, MEX, b6102c5d-4955-42af-8d1e-7d9e41426305, 90, 13193, No update data, 9g3qrr5j87gu
Bird, MEX, 8a976037-84cc-4af3-99b0-cedf97276ccb, 72, 10187, No update data, 9g3qrr4vru6q
Bird, MEX, abc27593-68a4-4e27-8c21-41bc6ca6a774, 67, 9352, No update data, 9g3qx14vundb
Bird, MEX, d242bd42-9977-4fdb-bc9b-fa4fa0d72978, 84, 11534, No update data, 9g3qrqcs6sj5
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 70, 9322, No update data, 9g3qrnxzhhzz
Bird, MEX, 04b85ce0-bd7f-4946-9f7b-78a238704c8a, 39, 4424, No update data, 9g3qrnwtbp2k
Bird, MEX, 8bdbd0e2-0f7c-4f0f-b230-1c1a0d92e30a, 64, 8851, No update data, 9g3qrqceg8ce
Bird, MEX, ccf89ca3-a118-4478-86bd-9a5d88ca5628, 79, 10744, No update data, 9g3qrr4fg6sx
Bird, MEX, e8cb6242-8e7a-4c8d-9e44-76d35c91d6fc, 80, 10902, No update data, 9g3qrnszjk6e
Bird, MEX, 2a8baceb-f7ce-4e65-a6de-e4e8d8ad28dd, 81, 11060, No update data, 9g3qrr5mg81x
Bird, MEX, b03b1fb4-9041-4336-93b5-647decf12e6a, 47, 5688, No update data, 9g3qrnsrkh6v
Bird, MEX, f7394197-2087-4ce4-b531-b84d52440467, 82, 11218, No update data, 9g3qrnsqv9jv
Bird, MEX, 4fc3e6ba-eabf-4eed-8c65-73b614d53735, 76, 10270, No update data, 9g3qrq9pmemz
Bird, MEX, 734089fc-2115-4040-814d-139b74b49f89, 85, 12358, No update data, 9g3qrr5zkh7n
Bird, MEX, 2f081237-27fc-4683-bd36-15e86c14e4d8, 93, 13694, No update data, 9g3qrr5z7fkb
Bird, MEX, 7e0e47c7-e373-4f58-930f-945f8d16514a, 63, 8684, No update data, 9g3qrr5zmpue
Bird, MEX, 08f2c05c-f341-45ef-8e99-14ac1860207d, 79, 11356, No update data, 9g3qrr5zk9k6
Bird, MEX, a48ffbde-6e8c-4b27-9ea0-4b19a6124729, 87, 12692, No update data, 9g3qrr5zhv97
Bird, MEX, 348342cf-f7b7-4a9b-8ca4-522deec82a60, 90, 13193, No update data, 9g3qrr5zm8n4
Bird, MEX, ce713cae-fb0e-4a68-8e30-43f5860d3efe, 58, 7849, No update data, 9g3qrnsu3t53
Bird, MEX, a5c4df62-008c-4449-83af-d2077194dafc, 72, 9638, No update data, 9g3qrr5zxc6m
Bird, MEX, 6c837fbe-f7e5-49fe-8beb-6a262e5acd29, 73, 10354, No update data, 9g3qrqfs4e2j
Bird, MEX, a6c952c3-298d-42d1-813d-7b1d47f78922, 78, 11189, No update data, 9g3qrrhp2dwf
Bird, MEX, 3f462cb8-8dc7-48f3-a618-bfe059a88277, 84, 12191, No update data, 9g3qrrhp28nf
Bird, MEX, 8266cde8-cb9c-405e-baa4-3c2534c8adb3, 83, 12024, No update data, 9g3qrrhp36bk
Bird, MEX, b46cf836-19c1-41b2-9f93-c46efda32947, 82, 11857, No update data, 9g3qrrhp33vq
Bird, MEX, 4e0b63be-67d3-4471-b58a-6725d505e08b, 67, 9352, No update data, 9g3qrqfsqbmu
Bird, MEX, d9c95ab1-cc64-4319-8f6c-d1a2cc142872, 47, 5688, No update data, 9g3qrqfu5nw2
Bird, MEX, a344f099-559d-4851-8a81-a97fe4bdadfc, 35, 4008, No update data, 9g3qrnxcq4pr
Bird, MEX, 9f3233d0-c11b-453e-82ed-8120ae7b022a, 83, 11376, No update data, 9g3qrnepcgyq
Bird, MEX, 418de995-eb8c-43f0-a08b-7001a891c8f4, 92, 12798, No update data, 9g3qx11468ky
Bird, MEX, 6635719b-4942-4108-9f10-33ecc627b5f7, 72, 9638, No update data, 9g3qx38q3rbm
Bird, MEX, 6dbd3d59-25b9-41a8-bb9e-a3364ed04f95, 67, 9352, No update data, 9g3qrqdjzsuh
Bird, MEX, c249d50c-47e3-451a-9a88-4c30bdcc4095, 70, 9322, No update data, 9g3qrqgzy7uq
Bird, MEX, 0d7531dc-8929-4d07-b3d4-bb47445a8002, 80, 11523, No update data, 9g3qrqupbjrp
Bird, MEX, 7e7fca5d-534d-44f6-926b-60294a52499b, 89, 13026, No update data, 9g3qrqupbjrp
Bird, MEX, 7f5cad16-e38c-4646-bac3-f951618c2df5, 48, 5846, No update data, 9g3qx8nk5j8s
Bird, MEX, e4e0f5ac-4728-4caf-9cea-a36323c97a85, 63, 8216, No update data, 9g3qrxtz2xr2
Bird, MEX, b270a519-8459-40cc-aa7e-66a6e0edcf5e, 90, 12482, No update data, 9g3qrxuhj0kg
Bird, MEX, 24a2cb4e-1603-48fa-853b-db4fb68e9fcd, 90, 12482, No update data, 9g3qrxuhhng7
Bird, MEX, 41cebaeb-ecab-4eef-9c2b-e67bbe03a6e4, 100, 14062, No update data, 9g3qrxu4w2u9
Bird, MEX, b077867e-bbb1-45c5-ab67-57971569c879, 100, 14863, No update data, 9g3qrxu4ks7w
Bird, MEX, 2cce295b-6b19-4cbc-8be3-cba375188d31, 51, 6320, No update data, 9g3qx8yhybq1
Bird, MEX, 888fe1eb-08a7-432f-95aa-1710ec202bd6, 47, 5688, No update data, 9g3qx8yhurb2
Bird, MEX, 92ae2748-5067-44e3-acd4-6cf98c87f026, 74, 9954, No update data, 9g3qx9h03j47
Bird, MEX, 550b925d-24fc-4d43-94a8-038e36f97eec, 73, 9796, No update data, 9g3qx8gmw9zb
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 57, 7682, No update data, 9g3qrxkm3w69
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 72, 9638, No update data, 9g3qrxkm3h6q
Bird, MEX, 0f4409a1-e190-41aa-b3b1-d6bb107735da, 46, 5530, No update data, 9g3qrxdm3w5b
Bird, MEX, 606758a6-e90a-42b2-9c03-b0371be61eca, 78, 10586, No update data, 9g3qrxjhxxh2
Bird, MEX, 640eb0d6-a710-4991-871e-78b30516d611, 69, 9164, No update data, 9g3qx9kd4j5c
Bird, MEX, a67bf076-5e81-4af5-8759-0229d2798f7d, 80, 10902, No update data, 9g3qrx5xuyqw
Bird, MEX, 4d4ef7f7-4108-4782-a416-15e3e4ba523b, 61, 7900, No update data, 9g3qrxheqznp
Bird, MEX, e272d2e8-d92d-425e-9a8a-8736d5b6e92a, 45, 5372, No update data, 9g3qrxheqtfz
Bird, MEX, ad03bce2-24bc-40be-aa2c-760200738d20, 89, 12324, No update data, 9g3qrx9qgc80
Bird, MEX, c0da171f-a1fa-4dff-a8c5-073473898424, 53, 6636, No update data, 9g3qrx66hxg3
Bird, MEX, 3472d7ed-245c-42d9-ad44-3313c6281c7e, 58, 7849, No update data, 9g3qrxj2efm4
Bird, MEX, a96ca4f5-e478-4aed-8205-7445d70462bf, 40, 4582, No update data, 9g3qx96b94dr
Bird, MEX, 7cd22206-256e-471a-a89b-18d6ea34a8e1, 62, 8058, No update data, 9g3qx968zn4y
Bird, MEX, 08caf5e1-70a2-4654-876d-8c532fc9af81, 61, 7900, No update data, 9g3qx9681f8d
Bird, MEX, 46dcf54d-db6c-4946-a62b-2daa21f267d9, 73, 9796, No update data, 9g3qrx59vsbh
Bird, MEX, ff246e70-2d38-48a6-b913-903f706d0d8a, 67, 9352, No update data, 9g3qrx4u7gt0
Bird, MEX, fa12b65b-0bbf-4711-bb42-75fcdd9b9ed5, 31, 3340, No update data, 9g3qx91y7tnu
Bird, MEX, 314a2ce1-b16a-4dab-91f9-fb6e98f5f27d, 79, 11356, No update data, 9g3qx91yebjp
Bird, MEX, a5b5f20c-206c-4f02-88d5-3a876ddb00b5, 46, 5530, No update data, 9g3qx9t4k452
Bird, MEX, 6e49eee0-0a2e-4514-a310-f68bac166852, 100, 14062, No update data, 9g3qrx3c51ys
Bird, MEX, c5d05fd3-5244-4a11-994f-97a81309631c, 100, 14062, No update data, 9g3qrx3bgs9g
Bird, MEX, 39298bbd-04c3-47e1-9e44-aba7ba98b4bd, 94, 13114, No update data, 9g3qx91zegm4
Bird, MEX, 6e922340-e4c8-44e2-bbfb-8e8759cf68f7, 100, 14863, No update data, 9g3qx93bv755
Bird, MEX, fa0264ac-3221-4ece-8f5f-7d3a90abdaf0, 100, 14863, No update data, 9g3qx93bufc9
Bird, MEX, cd01213d-9873-4a73-9113-022b45577801, 98, 14529, No update data, 9g3qx93cjeqp
Bird, MEX, 5c2c60fb-0604-4866-90ef-f977d73a7cca, 100, 14062, No update data, 9g3qx93bumq3
Bird, MEX, 2fe02f2e-ae04-4fb7-8aad-653eb0d11c04, 100, 14863, No update data, 9g3qx93bux5k
Bird, MEX, 7698dc2a-c1c9-46a3-958e-1329429632c5, 93, 12956, No update data, 9g3qx93buqnq
Bird, MEX, d5733235-0231-4596-8eba-fa4cca951fe4, 83, 12024, No update data, 9g3qx91qntpc
Bird, MEX, 60d5cfdc-fd61-4012-b1ea-11b5e13eb9d7, 84, 12191, No update data, 9g3qx91qmt2j
Bird, MEX, 895ff1e5-7b82-4b4f-987d-120dfc502d55, 88, 12859, No update data, 9g3qx91qmkg4
Bird, MEX, 0e46700d-4237-44d3-acda-0ca6fe3006d1, 47, 6012, No update data, 9g3qx9wj3b0v
Bird, MEX, 1261892c-63f3-49a8-8ad7-1eb8ad6a6764, 46, 5845, No update data, 9g3qx9xjpyr9
Bird, MEX, 89f26ce6-1744-4377-875d-95b1c63681bf, 74, 9954, No update data, 9g3qrx448nty
Bird, MEX, e7f735cc-9d20-43dc-a863-5ba86879414a, 49, 6004, No update data, 9g3qrx2x0qgg
Bird, MEX, e2270886-eca5-46dc-b064-f4c63e810a0c, 48, 6179, No update data, 9g3qx9v8p6zs
Bird, MEX, 4ae1c612-557a-419e-8c59-36c014ded148, 74, 10521, No update data, 9g3qx9y8tyg2
Bird, MEX, 3e0a4185-39df-49f5-bb3e-15231c9c2e98, 63, 8216, No update data, 9g3qx9z1fv63
Bird, MEX, f49fcc3c-61cf-404c-9177-87156f862c19, 82, 11218, No update data, 9g3qrwg0e4ws
Bird, MEX, 4635bcf0-340e-45aa-a6b3-4d594c9cc33c, 83, 11376, No update data, 9g3qrwg0e25s
Bird, MEX, cff54c80-27e0-4eef-9c7f-77ae7d9134e9, 46, 5530, No update data, 9g3qrx0fz6rm
Bird, MEX, 0e656827-ca13-4fff-9bc1-0c0c9c413a21, 65, 8532, No update data, 9g3qrx0fxjfb
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 71, 10020, No update data, 9g3qrx0g581b
Bird, MEX, 8db7513b-6198-4938-8df0-e060df63d40a, 55, 6952, No update data, 9g3qrwcqkw73
Bird, MEX, f913925f-abe4-4a6c-8874-9ab4e054886a, 51, 6320, No update data, 9g3qrwtfxeuk
Bird, MEX, a54f897c-452f-4c4f-8b3a-88ba6dafc71d, 69, 9164, No update data, 9g3qrweggp0d
Bird, MEX, df02c93d-c0ab-47ad-9f57-1a9d3603d8b9, 82, 11218, No update data, 9g3qrwcfsw53
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 96, 13430, No update data, 9g3qrwcjtwwj
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 100, 14062, No update data, 9g3qrwcjsfrf
Bird, MEX, a13b7893-6fd2-4e19-893b-c5a7df1167ea, 94, 13114, No update data, 9g3qrwcjmqrc
Bird, MEX, 160d93d4-0248-44fa-8c0d-8cec26dd5732, 98, 14529, No update data, 9g3qrwcjsbzc
Bird, MEX, 50faa0c0-f033-4e03-822b-0f619c312313, 97, 14362, No update data, 9g3qrwcjq112
Bird, MEX, 8680bebb-c740-4250-be7a-ac55f2d8f105, 98, 14529, No update data, 9g3qrwcjm6e4
Bird, MEX, 0149f2e3-0087-4e04-99d4-17d90cd46d2d, 53, 6636, No update data, 9g3qrwbytqpf
Bird, MEX, 52118108-00cc-40d7-9def-8a69595f5a03, 49, 6004, No update data, 9g3qrx06m6xf
Bird, MEX, ba8eb21f-8f53-48f1-8ec0-2f7d9c0657fd, 38, 4509, No update data, 9g3qrwbysbzc
Bird, MEX, f3b13f3d-02fe-419c-bfde-885af0455718, 55, 6952, No update data, 9g3qrwe73b0f
Bird, MEX, fd045d80-3d23-40ff-9dbb-a0ca855fd917, 79, 10744, No update data, 9g3qrwbyd664
Bird, MEX, 7b00525b-2fb2-4960-85a8-2f670778202e, 70, 9322, No update data, 9g3qx9zvy2uy
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 90, 12482, No update data, 9g3qrws2pje4
Bird, MEX, e477091b-6851-415e-a6d7-f8f108d36d53, 45, 5372, No update data, 9g3qrwbt1qv6
Bird, MEX, 3db9e557-6ee0-4d83-ad2f-f988b8d24e19, 49, 6004, No update data, 9g3qrwbmws4y
Bird, MEX, 885feb3f-9280-4dca-a71f-c18642dfce64, 65, 8532, No update data, 9g3qrwmse5qb
Bird, MEX, 20bf3262-c125-4422-9371-de78ac855393, 48, 5846, No update data, 9g3qrqzzujg4
Bird, MEX, 19505d16-1972-487b-a7b7-592382107608, 57, 7268, No update data, 9g3qrwkg236c
Bird, MEX, 44add6da-7ad5-4760-ac82-0ce7fb4a29ce, 29, 3006, No update data, 9g3qxf0b9edt
Bird, MEX, d57b16f8-ed91-4991-9c14-6f98ba1ad7d2, 49, 6004, No update data, 9g3qrw6x1kj8
Bird, MEX, ddfb94e4-a15c-4b61-aa5c-41641cdbcee3, 69, 9686, No update data, 9g3qrqzuqppx
Bird, MEX, dfd7dd7b-e2f0-4b1c-af72-c26acf01fbcc, 83, 11376, No update data, 9g3qrw9817mt
Bird, MEX, 0d5916fc-66de-4be7-9b4e-b9af2b439f48, 51, 6320, No update data, 9g3qrwb0445v
Bird, MEX, 964f120d-1a0b-426c-a1b7-e7bf0edaa767, 81, 11060, No update data, 9g3qrw3xbzsj
Bird, MEX, cadae79b-2cc0-4e59-ae68-6b363d142f3b, 63, 8216, No update data, 9g3qrqyzyszs
Bird, MEX, 8d7471aa-4e32-447a-8e93-976f79b5b1fc, 51, 6680, No update data, 9g3qrrnkzgzr
Bird, MEX, fa21f7b7-3d83-4920-a9bf-67709b9e9a6f, 57, 7682, No update data, 9g3qrw905j86
Bird, MEX, f6f8a8f5-7512-4628-b61d-564a95f87916, 79, 10744, No update data, 9g3qxdqdh8ex
Bird, MEX, e6aabadd-69f5-4c56-8786-3a22857f36e9, 35, 4008, No update data, 9g3qxf468jw1
Bird, MEX, 12498f40-c6da-495c-be5c-6401685dcfb5, 60, 8183, No update data, 9g3qrw4xftjm
Bird, MEX, dae2bf00-b80f-4e59-a803-cdd0583a822e, 70, 9322, No update data, 9g3qrw4ry9pu
Bird, MEX, d6e196f2-7746-4922-af8c-194bc3e4a673, 80, 10902, No update data, 9g3qrrm87yuv
Bird, MEX, 7e339a55-818d-4f56-a60e-e4f2d2462546, 82, 11218, No update data, 9g3qrrm8e2g9
Bird, MEX, 6e166efb-a5bb-429b-aed2-3d2d074730ef, 79, 11356, No update data, 9g3qrrm8e0y9
Bird, MEX, 6055f1f7-f7aa-4bb9-92bc-1f11e02b66a2, 81, 11690, No update data, 9g3qrrm87hqw
Bird, MEX, 8254de51-955e-4148-b514-e58008c20e77, 81, 11690, No update data, 9g3qrrm873gw
Bird, MEX, 159caea9-9890-4349-967b-e9a9acedd927, 100, 14863, No update data, 9g3qrrm85j23
Bird, MEX, fa0b0555-1743-4e03-b11e-f6befa5979b5, 70, 9322, No update data, 9g3qxf554jh4
Bird, MEX, cbe90ceb-4bc1-4d13-b550-c0c8ab0e8b6c, 52, 6478, No update data, 9g3qrw2e94xk
Bird, MEX, ddfd1500-a3ec-4afa-9259-b06911384a81, 72, 9638, No update data, 9g3qxf57nvwq
Bird, MEX, d4f57ef5-24a5-403f-a9a5-a4c70404b2b2, 93, 12956, No update data, 9g3qrrjp7t1d
Bird, MEX, b92936b6-e47d-4aea-96e3-16291fd46395, 19, 1264, No update data, 9g3qxf5edwmx
Bird, MEX, e8bac127-ff64-45cc-85f7-f9fd24d8709f, 80, 11523, No update data, 9g3qrrkbnjzm
Bird, MEX, f46dddef-ab24-4d6b-b30c-eff963d99651, 21, 1670, No update data, 9g3qrrkbjyu7
Bird, MEX, 0febe00b-868b-495d-9d4b-a79cab0d8887, 85, 11692, No update data, 9g3qrrj0tm6y
Bird, MEX, dda82aa5-1281-4bfa-9cf5-1a74ee553810, 78, 10586, No update data, 9g3qrqrkkkqm
Bird, MEX, 9d2ffdcb-3cee-4420-a7ef-a5bbd825f516, 81, 11060, No update data, 9g3qrqqgvgeh
Bird, MEX, 7983aecb-9ba8-4a3e-8c5f-31ebc1f5c9b7, 36, 4175, No update data, 9g3qxfk02dcr
Bird, MEX, c60a84eb-b39d-4a18-b4e2-89776ef7f8b5, 66, 8690, No update data, 9g3qrqr49f8s
Bird, MEX, 385a58c0-55cb-4d52-b2a3-66003f9485aa, 67, 8848, No update data, 9g3qxfj509n3
Bird, MEX, 069dfbee-9396-493c-b413-9776708a76dd, 64, 8374, No update data, 9g3qrqurg4n1
Bird, MEX, 359ac294-8614-4826-994c-d03323262cbe, 88, 12166, No update data, 9g3qrqmq43cg
Bird, MEX, 90324201-47d4-4541-9e93-7573205382f6, 87, 12692, No update data, 9g3qrqupkfzs
Bird, MEX, d400e6bd-9145-47ad-8d29-8c187e4580c4, 82, 11857, No update data, 9g3qrqup68j4
Bird, MEX, 166896d5-58f8-438f-9b3d-a3317194e9b3, 52, 6847, No update data, 9g3qrrh012tk
Bird, MEX, 3afbe421-76da-408e-b047-0242b630ffbb, 72, 10187, No update data, 9g3qrqnwv2zf
Bird, MEX, 64ca523d-376f-40ea-b53f-c0614e90a379, 56, 7515, No update data, 9g3qrqupckt6
Bird, MEX, b5b46818-d37a-49d4-97cb-d19f58937f49, 100, 14062, No update data, 9g3qrqup327g
Bird, MEX, b7213d54-87bf-4189-9eb3-0ea4fcfd92be, 46, 5845, No update data, 9g3qrqnqeepz
Bird, MEX, d13f3418-07d4-4246-9446-80dba82d8338, 65, 8532, No update data, 9g3qrqpdvwn5
Bird, MEX, 21e2366b-4780-4811-abb2-65ca93ab240a, 85, 11692, No update data, 9g3qrqs3cc2x
Bird, MEX, 5524e8e4-c10c-4644-ae6e-bf0efb28babb, 76, 10270, No update data, 9g3qrqeyr68c
Bird, MEX, 2c8195ca-a0ce-4b76-8ab4-5fe4c4ee28d9, 65, 9018, No update data, 9g3qrqm01rb2
